datetime,datetime_nano,KQ.m@CFFEX.T.open,KQ.m@CFFEX.T.high,KQ.m@CFFEX.T.low,KQ.m@CFFEX.T.close,KQ.m@CFFEX.T.volume,KQ.m@CFFEX.T.open_oi,KQ.m@CFFEX.T.close_oi
2020-11-02 09:00:00.000000000,1604278800000000000,98.03,98.05,97.965,98.035,11116,106422,105923
2020-11-02 10:00:00.000000000,1604282400000000000,98.035,98.16,98.015,98.16,11478,105923,105946
2020-11-02 11:00:00.000000000,1604286000000000000,98.16,98.18,98.115,98.175,4746,105946,106044
2020-11-02 13:00:00.000000000,1604293200000000000,98.175,98.245,98.145,98.245,11222,106044,107960
2020-11-02 14:00:00.000000000,1604296800000000000,98.245,98.28,98.205,98.265,10043,107960,108361
2020-11-02 15:00:00.000000000,1604300400000000000,98.265,98.315,98.25,98.3,4698,108361,108207
2020-11-03 09:00:00.000000000,1604365200000000000,98.325,98.39,98.3,98.345,11137,108207,108661
2020-11-03 10:00:00.000000000,1604368800000000000,98.345,98.365,98.235,98.265,12987,108661,107516
2020-11-03 11:00:00.000000000,1604372400000000000,98.265,98.315,98.24,98.29,6273,107516,107229
2020-11-03 13:00:00.000000000,1604379600000000000,98.29,98.35,98.24,98.265,12758,107229,106886
2020-11-03 14:00:00.000000000,1604383200000000000,98.265,98.34,98.25,98.26,12821,106886,106722
2020-11-03 15:00:00.000000000,1604386800000000000,98.26,98.35,98.255,98.345,3952,106722,106882
2020-11-04 09:00:00.000000000,1604451600000000000,98.295,98.335,98.215,98.225,10502,106882,108479
2020-11-04 10:00:00.000000000,1604455200000000000,98.225,98.335,98.19,98.265,15785,108479,107874
2020-11-04 11:00:00.000000000,1604458800000000000,98.265,98.435,98.21,98.33,11717,107874,107285
2020-11-04 13:00:00.000000000,1604466000000000000,98.335,98.36,98.225,98.34,13746,107285,106872
2020-11-04 14:00:00.000000000,1604469600000000000,98.34,98.46,98.34,98.395,16568,106872,108514
2020-11-04 15:00:00.000000000,1604473200000000000,98.395,98.45,98.39,98.44,4627,108514,108000
2020-11-05 09:00:00.000000000,1604538000000000000,98.38,98.38,98.275,98.35,12755,108000,107720
2020-11-05 10:00:00.000000000,1604541600000000000,98.35,98.475,98.345,98.475,14080,107720,107874
2020-11-05 11:00:00.000000000,1604545200000000000,98.475,98.485,98.42,98.45,5008,107874,107695
2020-11-05 13:00:00.000000000,1604552400000000000,98.445,98.48,98.365,98.42,11574,107695,106923
2020-11-05 14:00:00.000000000,1604556000000000000,98.42,98.43,98.27,98.28,19513,106923,103575
2020-11-05 15:00:00.000000000,1604559600000000000,98.28,98.325,98.27,98.3,4248,103575,102780
2020-11-06 09:00:00.000000000,1604624400000000000,98.215,98.275,98.2,98.215,11111,102780,103530
2020-11-06 10:00:00.000000000,1604628000000000000,98.215,98.245,98.13,98.2,13442,103530,102595
2020-11-06 11:00:00.000000000,1604631600000000000,98.2,98.26,98.18,98.25,4341,102595,102330
2020-11-06 13:00:00.000000000,1604638800000000000,98.25,98.25,98.105,98.13,11980,102330,101316
2020-11-06 14:00:00.000000000,1604642400000000000,98.13,98.155,98.08,98.085,12014,101316,100555
2020-11-06 15:00:00.000000000,1604646000000000000,98.085,98.115,98.055,98.065,4149,100555,100247
2020-11-09 09:00:00.000000000,1604883600000000000,98.02,98.05,97.88,97.905,12759,100247,100300
2020-11-09 10:00:00.000000000,1604887200000000000,97.905,97.925,97.82,97.83,16329,100300,97950
2020-11-09 11:00:00.000000000,1604890800000000000,97.83,97.87,97.78,97.865,6214,97950,97315
2020-11-09 13:00:00.000000000,1604898000000000000,97.865,97.885,97.825,97.875,7014,97315,96699
2020-11-09 14:00:00.000000000,1604901600000000000,97.875,97.935,97.83,97.83,11258,96699,94992
2020-11-09 15:00:00.000000000,1604905200000000000,97.83,97.885,97.81,97.88,4366,94992,94319
2020-11-10 09:00:00.000000000,1604970000000000000,97.7,97.875,97.625,97.86,14150,94319,94148
2020-11-10 10:00:00.000000000,1604973600000000000,97.86,97.95,97.83,97.865,12403,94148,92977
2020-11-10 11:00:00.000000000,1604977200000000000,97.865,97.945,97.855,97.925,4402,92977,92140
2020-11-10 13:00:00.000000000,1604984400000000000,97.925,98.03,97.89,98.02,11829,92140,90673
2020-11-10 14:00:00.000000000,1604988000000000000,98.02,98.06,97.925,97.935,13190,90673,88589
2020-11-10 15:00:00.000000000,1604991600000000000,97.935,97.945,97.92,97.925,2989,88589,87913
2020-11-11 09:00:00.000000000,1605056400000000000,98.01,98.025,97.935,98.025,7604,87913,87572
2020-11-11 10:00:00.000000000,1605060000000000000,98.025,98.045,97.98,97.995,9043,87572,87340
2020-11-11 11:00:00.000000000,1605063600000000000,97.995,98.0,97.925,97.95,5937,87340,86624
2020-11-11 13:00:00.000000000,1605070800000000000,97.93,97.945,97.86,97.94,11477,86624,86209
2020-11-11 14:00:00.000000000,1605074400000000000,97.94,97.94,97.875,97.91,8680,86209,86376
2020-11-11 15:00:00.000000000,1605078000000000000,97.91,97.94,97.9,97.92,2176,86376,85913
2020-11-12 09:00:00.000000000,1605142800000000000,97.82,97.995,97.81,97.98,9499,85913,86363
2020-11-12 10:00:00.000000000,1605146400000000000,97.98,97.985,97.85,97.855,9311,86363,85522
2020-11-12 11:00:00.000000000,1605150000000000000,97.855,97.92,97.85,97.885,4070,85522,84738
2020-11-12 13:00:00.000000000,1605157200000000000,97.89,97.9,97.83,97.855,8475,84738,83717
2020-11-12 14:00:00.000000000,1605160800000000000,97.855,97.93,97.825,97.845,12701,83717,82612
2020-11-12 15:00:00.000000000,1605164400000000000,97.845,97.86,97.825,97.845,2973,82612,81763
2020-11-13 09:00:00.000000000,1605229200000000000,97.8,97.895,97.66,97.75,16876,81763,82437
2020-11-13 10:00:00.000000000,1605232800000000000,97.75,97.925,97.725,97.845,15780,82437,80013
2020-11-13 11:00:00.000000000,1605236400000000000,97.845,97.85,97.685,97.685,9114,80013,79866
2020-11-13 13:00:00.000000000,1605243600000000000,97.665,97.72,97.6,97.625,17637,79866,80001
2020-11-13 14:00:00.000000000,1605247200000000000,97.625,97.64,97.555,97.625,12588,80001,78169
2020-11-13 15:00:00.000000000,1605250800000000000,97.625,97.64,97.61,97.635,3638,78169,76740
2020-11-16 09:00:00.000000000,1605488400000000000,97.715,97.785,97.685,97.705,11259,76740,74734
2020-11-16 10:00:00.000000000,1605492000000000000,97.705,97.85,97.675,97.74,13378,74734,73113
2020-11-16 11:00:00.000000000,1605495600000000000,97.74,97.76,97.705,97.715,3913,73113,72600
2020-11-16 13:00:00.000000000,1605502800000000000,97.72,97.75,97.61,97.66,13077,72600,71768
2020-11-16 14:00:00.000000000,1605506400000000000,97.66,97.695,97.615,97.63,6942,71768,71320
2020-11-16 15:00:00.000000000,1605510000000000000,97.63,97.64,97.6,97.62,2386,71320,70909
2020-11-17 09:00:00.000000000,1605574800000000000,97.62,97.64,97.565,97.575,9071,70909,69926
2020-11-17 10:00:00.000000000,1605578400000000000,97.575,97.65,97.53,97.64,12755,69926,66878
2020-11-17 11:00:00.000000000,1605582000000000000,97.64,97.645,97.545,97.57,5547,66878,65779
2020-11-17 13:00:00.000000000,1605589200000000000,97.57,97.6,97.52,97.53,8279,65779,64927
2020-11-17 14:00:00.000000000,1605592800000000000,97.53,97.545,97.455,97.49,8660,64927,63638
2020-11-17 15:00:00.000000000,1605596400000000000,97.49,97.515,97.485,97.515,1960,63638,62711
2020-11-18 09:00:00.000000000,1605661200000000000,97.495,97.515,97.415,97.425,8131,62711,61747
2020-11-18 10:00:00.000000000,1605664800000000000,97.425,97.45,97.355,97.395,10595,61747,59774
2020-11-18 11:00:00.000000000,1605668400000000000,97.395,97.395,97.305,97.335,4714,59774,59501
2020-11-18 13:00:00.000000000,1605675600000000000,97.285,97.41,97.275,97.34,12383,59501,57198
2020-11-18 14:00:00.000000000,1605679200000000000,97.34,97.36,97.21,97.22,10735,57198,55227
2020-11-18 15:00:00.000000000,1605682800000000000,97.22,97.245,97.195,97.215,2873,55227,54076
2020-11-19 09:00:00.000000000,1605747600000000000,96.995,97.025,96.88,97.025,11421,54076,77993
2020-11-19 10:00:00.000000000,1605751200000000000,97.025,97.14,96.985,97.015,12359,77993,79545
2020-11-19 11:00:00.000000000,1605754800000000000,97.015,97.06,96.98,97.025,2916,79545,79873
2020-11-19 13:00:00.000000000,1605762000000000000,97.015,97.08,96.95,97.07,7848,79873,80436
2020-11-19 14:00:00.000000000,1605765600000000000,97.07,97.105,96.96,96.98,8500,80436,82189
2020-11-19 15:00:00.000000000,1605769200000000000,96.98,96.98,96.925,96.96,2409,82189,82390
2020-11-20 09:00:00.000000000,1605834000000000000,96.83,96.945,96.755,96.855,13821,82390,85417
2020-11-20 10:00:00.000000000,1605837600000000000,96.855,96.93,96.79,96.91,17130,85417,89835
2020-11-20 11:00:00.000000000,1605841200000000000,96.91,97.085,96.885,97.04,9870,89835,90647
2020-11-20 13:00:00.000000000,1605848400000000000,97.04,97.12,96.97,97.095,12111,90647,92583
2020-11-20 14:00:00.000000000,1605852000000000000,97.095,97.11,96.97,97.015,12533,92583,93657
2020-11-20 15:00:00.000000000,1605855600000000000,97.015,97.035,97.0,97.02,2708,93657,93622
2020-11-23 09:00:00.000000000,1606093200000000000,97.22,97.31,97.175,97.26,16155,93622,93118
2020-11-23 10:00:00.000000000,1606096800000000000,97.26,97.31,97.21,97.265,13365,93118,94899
2020-11-23 11:00:00.000000000,1606100400000000000,97.265,97.285,97.24,97.26,2190,94899,94822
2020-11-23 13:00:00.000000000,1606107600000000000,97.255,97.285,97.2,97.27,7527,94822,95703
2020-11-23 14:00:00.000000000,1606111200000000000,97.27,97.35,97.25,97.315,14355,95703,96628
2020-11-23 15:00:00.000000000,1606114800000000000,97.315,97.315,97.29,97.295,2835,96628,96355
2020-11-24 09:00:00.000000000,1606179600000000000,97.295,97.325,97.255,97.295,7089,96355,97413
2020-11-24 10:00:00.000000000,1606183200000000000,97.295,97.365,97.275,97.355,11446,97413,98223
2020-11-24 11:00:00.000000000,1606186800000000000,97.355,97.365,97.255,97.26,6302,98223,98522
2020-11-24 13:00:00.000000000,1606194000000000000,97.26,97.315,97.225,97.26,9368,98522,99611
2020-11-24 14:00:00.000000000,1606197600000000000,97.26,97.26,97.175,97.2,10920,99611,101349
2020-11-24 15:00:00.000000000,1606201200000000000,97.2,97.205,97.165,97.185,3617,101349,101561
2020-11-25 09:00:00.000000000,1606266000000000000,97.175,97.35,97.16,97.35,11437,101561,103363
2020-11-25 10:00:00.000000000,1606269600000000000,97.35,97.455,97.35,97.375,15763,103363,104139
2020-11-25 11:00:00.000000000,1606273200000000000,97.375,97.455,97.37,97.435,4283,104139,103918
2020-11-25 13:00:00.000000000,1606280400000000000,97.435,97.48,97.38,97.4,12874,103918,105094
2020-11-25 14:00:00.000000000,1606284000000000000,97.4,97.415,97.28,97.37,14007,105094,104540
2020-11-25 15:00:00.000000000,1606287600000000000,97.37,97.455,97.37,97.45,4469,104540,104140
2020-11-26 09:00:00.000000000,1606352400000000000,97.46,97.51,97.425,97.425,10744,104140,103932
2020-11-26 10:00:00.000000000,1606356000000000000,97.425,97.49,97.41,97.435,8945,103932,104171
2020-11-26 11:00:00.000000000,1606359600000000000,97.435,97.44,97.36,97.38,5813,104171,103877
2020-11-26 13:00:00.000000000,1606366800000000000,97.39,97.415,97.315,97.345,9860,103877,104972
2020-11-26 14:00:00.000000000,1606370400000000000,97.345,97.355,97.295,97.3,9022,104972,105409
2020-11-26 15:00:00.000000000,1606374000000000000,97.3,97.32,97.275,97.315,3155,105409,105371
2020-11-27 09:00:00.000000000,1606438800000000000,97.355,97.47,97.345,97.375,11114,105371,106179
2020-11-27 10:00:00.000000000,1606442400000000000,97.375,97.385,97.32,97.365,8540,106179,106303
2020-11-27 11:00:00.000000000,1606446000000000000,97.365,97.445,97.33,97.435,6909,106303,106395
2020-11-27 13:00:00.000000000,1606453200000000000,97.43,97.445,97.295,97.3,12487,106395,106267
2020-11-27 14:00:00.000000000,1606456800000000000,97.3,97.33,97.225,97.235,12858,106267,106030
2020-11-27 15:00:00.000000000,1606460400000000000,97.235,97.24,97.175,97.175,5063,106030,105736
2020-11-30 09:00:00.000000000,1606698000000000000,97.35,97.435,97.35,97.38,13574,105736,105393
2020-11-30 10:00:00.000000000,1606701600000000000,97.38,97.5,97.375,97.495,17575,105393,107087
2020-11-30 11:00:00.000000000,1606705200000000000,97.495,97.57,97.495,97.565,9462,107087,107089
2020-11-30 13:00:00.000000000,1606712400000000000,97.565,97.6,97.535,97.59,10412,107089,107241
2020-11-30 14:00:00.000000000,1606716000000000000,97.59,97.67,97.58,97.63,13775,107241,106787
2020-11-30 15:00:00.000000000,1606719600000000000,97.63,97.7,97.63,97.67,5920,106787,106085
2020-12-01 09:00:00.000000000,1606784400000000000,97.6,97.625,97.54,97.54,10904,106085,105453
2020-12-01 10:00:00.000000000,1606788000000000000,97.54,97.6,97.52,97.535,10554,105453,106042
2020-12-01 11:00:00.000000000,1606791600000000000,97.535,97.54,97.485,97.5,5374,106042,105717
2020-12-01 13:00:00.000000000,1606798800000000000,97.5,97.54,97.455,97.47,9945,105717,106018
2020-12-01 14:00:00.000000000,1606802400000000000,97.47,97.485,97.415,97.465,11814,106018,105535
2020-12-01 15:00:00.000000000,1606806000000000000,97.465,97.485,97.45,97.485,2579,105535,104959
2020-12-02 09:00:00.000000000,1606870800000000000,97.395,97.405,97.31,97.315,12092,104959,106187
2020-12-02 10:00:00.000000000,1606874400000000000,97.315,97.345,97.255,97.28,11900,106187,106906
2020-12-02 11:00:00.000000000,1606878000000000000,97.28,97.28,97.225,97.26,4051,106906,106799
2020-12-02 13:00:00.000000000,1606885200000000000,97.295,97.34,97.25,97.3,10556,106799,106550
2020-12-02 14:00:00.000000000,1606888800000000000,97.3,97.3,97.18,97.25,13703,106550,106957
2020-12-02 15:00:00.000000000,1606892400000000000,97.25,97.26,97.235,97.255,2924,106957,106207
2020-12-03 09:00:00.000000000,1606957200000000000,97.305,97.35,97.275,97.305,8023,106207,105716
2020-12-03 10:00:00.000000000,1606960800000000000,97.305,97.345,97.25,97.255,10568,105716,106133
2020-12-03 11:00:00.000000000,1606964400000000000,97.255,97.255,97.22,97.24,3464,106133,106349
2020-12-03 13:00:00.000000000,1606971600000000000,97.245,97.265,97.15,97.205,9929,106349,107508
2020-12-03 14:00:00.000000000,1606975200000000000,97.205,97.245,97.175,97.18,10440,107508,107425
2020-12-03 15:00:00.000000000,1606978800000000000,97.18,97.235,97.18,97.235,2696,107425,106932
2020-12-04 09:00:00.000000000,1607043600000000000,97.29,97.375,97.285,97.34,8784,106932,106306
2020-12-04 10:00:00.000000000,1607047200000000000,97.34,97.355,97.275,97.3,6763,106306,106232
2020-12-04 11:00:00.000000000,1607050800000000000,97.3,97.32,97.255,97.285,3290,106232,106234
2020-12-04 13:00:00.000000000,1607058000000000000,97.28,97.325,97.26,97.295,7404,106234,106507
2020-12-04 14:00:00.000000000,1607061600000000000,97.295,97.47,97.29,97.455,18481,106507,107288
2020-12-04 15:00:00.000000000,1607065200000000000,97.455,97.485,97.43,97.435,4227,107288,106728
2020-12-07 09:00:00.000000000,1607302800000000000,97.36,97.385,97.28,97.285,9400,106728,106403
2020-12-07 10:00:00.000000000,1607306400000000000,97.285,97.335,97.225,97.29,12431,106403,107125
2020-12-07 11:00:00.000000000,1607310000000000000,97.29,97.335,97.26,97.285,4890,107125,106781
2020-12-07 13:00:00.000000000,1607317200000000000,97.285,97.34,97.255,97.34,7930,106781,106720
2020-12-07 14:00:00.000000000,1607320800000000000,97.34,97.365,97.28,97.35,13470,106720,106049
2020-12-07 15:00:00.000000000,1607324400000000000,97.35,97.375,97.29,97.31,4094,106049,105215
2020-12-08 09:00:00.000000000,1607389200000000000,97.405,97.56,97.385,97.56,14441,105215,106486
2020-12-08 10:00:00.000000000,1607392800000000000,97.56,97.58,97.51,97.545,11114,106486,108128
2020-12-08 11:00:00.000000000,1607396400000000000,97.545,97.575,97.51,97.555,5134,108128,108700
2020-12-08 13:00:00.000000000,1607403600000000000,97.555,97.595,97.515,97.58,8858,108700,109930
2020-12-08 14:00:00.000000000,1607407200000000000,97.58,97.615,97.535,97.57,11573,109930,109764
2020-12-08 15:00:00.000000000,1607410800000000000,97.57,97.575,97.535,97.535,2971,109764,109613
2020-12-09 09:00:00.000000000,1607475600000000000,97.585,97.61,97.515,97.535,11155,109613,109015
2020-12-09 10:00:00.000000000,1607479200000000000,97.535,97.56,97.5,97.52,9977,109015,109634
2020-12-09 11:00:00.000000000,1607482800000000000,97.52,97.6,97.52,97.58,6255,109634,110393
2020-12-09 13:00:00.000000000,1607490000000000000,97.565,97.565,97.39,97.43,17657,110393,109838
2020-12-09 14:00:00.000000000,1607493600000000000,97.43,97.48,97.38,97.47,9545,109838,109428
2020-12-09 15:00:00.000000000,1607497200000000000,97.47,97.52,97.47,97.5,4682,109428,109296
2020-12-10 09:00:00.000000000,1607562000000000000,97.54,97.64,97.53,97.595,11103,109296,110373
2020-12-10 10:00:00.000000000,1607565600000000000,97.595,97.625,97.575,97.585,8769,110373,111516
2020-12-10 11:00:00.000000000,1607569200000000000,97.585,97.6,97.535,97.555,4357,111516,111257
2020-12-10 13:00:00.000000000,1607576400000000000,97.555,97.62,97.53,97.6,6551,111257,111696
2020-12-10 14:00:00.000000000,1607580000000000000,97.6,97.67,97.59,97.605,13434,111696,112282
2020-12-10 15:00:00.000000000,1607583600000000000,97.605,97.61,97.54,97.545,4393,112282,111507
2020-12-11 09:00:00.000000000,1607648400000000000,97.515,97.52,97.315,97.33,18523,111507,109341
2020-12-11 10:00:00.000000000,1607652000000000000,97.33,97.385,97.275,97.385,14582,109341,109135
2020-12-11 11:00:00.000000000,1607655600000000000,97.385,97.4,97.33,97.35,7308,109135,108844
2020-12-11 13:00:00.000000000,1607662800000000000,97.34,97.345,97.215,97.215,12420,108844,109281
2020-12-11 14:00:00.000000000,1607666400000000000,97.215,97.265,97.2,97.25,13178,109281,108129
2020-12-11 15:00:00.000000000,1607670000000000000,97.25,97.25,97.19,97.215,4517,108129,107692
2020-12-14 09:00:00.000000000,1607907600000000000,97.195,97.295,97.19,97.27,8979,107692,107566
2020-12-14 10:00:00.000000000,1607911200000000000,97.27,97.27,97.15,97.19,11230,107566,108653
2020-12-14 11:00:00.000000000,1607914800000000000,97.19,97.225,97.18,97.225,4587,108653,108354
2020-12-14 13:00:00.000000000,1607922000000000000,97.225,97.28,97.19,97.245,11906,108354,108158
2020-12-14 14:00:00.000000000,1607925600000000000,97.245,97.27,97.195,97.225,10390,108158,108341
2020-12-14 15:00:00.000000000,1607929200000000000,97.225,97.25,97.205,97.22,3370,108341,107314
2020-12-15 09:00:00.000000000,1607994000000000000,97.41,97.455,97.34,97.42,15405,107314,106781
2020-12-15 10:00:00.000000000,1607997600000000000,97.42,97.47,97.385,97.45,13207,106781,106279
2020-12-15 11:00:00.000000000,1608001200000000000,97.45,97.485,97.43,97.455,4057,106279,106453
2020-12-15 13:00:00.000000000,1608008400000000000,97.455,97.495,97.395,97.41,8731,106453,106812
2020-12-15 14:00:00.000000000,1608012000000000000,97.41,97.435,97.35,97.38,10179,106812,106511
2020-12-15 15:00:00.000000000,1608015600000000000,97.38,97.39,97.36,97.36,2576,106511,105881
2020-12-16 09:00:00.000000000,1608080400000000000,97.37,97.44,97.325,97.425,6556,105881,105835
2020-12-16 10:00:00.000000000,1608084000000000000,97.425,97.455,97.4,97.41,9025,105835,106358
2020-12-16 11:00:00.000000000,1608087600000000000,97.41,97.41,97.34,97.365,5324,106358,106689
2020-12-16 13:00:00.000000000,1608094800000000000,97.315,97.33,97.26,97.285,12263,106689,107507
2020-12-16 14:00:00.000000000,1608098400000000000,97.285,97.355,97.28,97.335,8443,107507,106913
2020-12-16 15:00:00.000000000,1608102000000000000,97.335,97.345,97.315,97.345,2754,106913,107018
2020-12-17 09:00:00.000000000,1608166800000000000,97.365,97.425,97.31,97.4,9042,107018,107351
2020-12-17 10:00:00.000000000,1608170400000000000,97.4,97.415,97.225,97.27,14065,107351,107808
2020-12-17 11:00:00.000000000,1608174000000000000,97.27,97.29,97.24,97.24,4742,107808,107430
2020-12-17 13:00:00.000000000,1608181200000000000,97.245,97.29,97.22,97.27,7750,107430,107796
2020-12-17 14:00:00.000000000,1608184800000000000,97.27,97.28,97.215,97.225,8739,107796,108350
2020-12-17 15:00:00.000000000,1608188400000000000,97.225,97.225,97.185,97.22,4206,108350,108207
2020-12-18 09:00:00.000000000,1608253200000000000,97.19,97.235,97.14,97.175,8555,108207,109236
2020-12-18 10:00:00.000000000,1608256800000000000,97.175,97.225,97.16,97.175,8247,109236,109156
2020-12-18 11:00:00.000000000,1608260400000000000,97.175,97.18,97.12,97.135,4586,109156,109570
2020-12-18 13:00:00.000000000,1608267600000000000,97.205,97.3,97.16,97.18,15568,109570,109146
2020-12-18 14:00:00.000000000,1608271200000000000,97.18,97.195,97.055,97.06,13704,109146,111148
2020-12-18 15:00:00.000000000,1608274800000000000,97.06,97.085,97.055,97.065,3204,111148,110417
2020-12-21 09:00:00.000000000,1608512400000000000,97.19,97.265,97.185,97.245,8762,110417,109173
2020-12-21 10:00:00.000000000,1608516000000000000,97.245,97.3,97.22,97.285,10892,109173,108900
2020-12-21 11:00:00.000000000,1608519600000000000,97.285,97.32,97.27,97.31,4835,108900,108473
2020-12-21 13:00:00.000000000,1608526800000000000,97.31,97.32,97.22,97.235,6018,108473,108367
2020-12-21 14:00:00.000000000,1608530400000000000,97.235,97.3,97.235,97.26,7666,108367,109161
2020-12-21 15:00:00.000000000,1608534000000000000,97.26,97.29,97.24,97.27,2544,109161,108767
2020-12-22 09:00:00.000000000,1608598800000000000,97.45,97.485,97.4,97.48,12444,108767,107993
2020-12-22 10:00:00.000000000,1608602400000000000,97.48,97.55,97.48,97.53,12509,107993,108911
2020-12-22 11:00:00.000000000,1608606000000000000,97.53,97.57,97.525,97.555,4318,108911,109320
2020-12-22 13:00:00.000000000,1608613200000000000,97.555,97.615,97.55,97.615,7641,109320,110069
2020-12-22 14:00:00.000000000,1608616800000000000,97.615,97.69,97.57,97.61,18150,110069,110715
2020-12-22 15:00:00.000000000,1608620400000000000,97.61,97.66,97.605,97.63,4478,110715,111235
2020-12-23 09:00:00.000000000,1608685200000000000,97.705,97.76,97.66,97.725,13473,111235,111273
2020-12-23 10:00:00.000000000,1608688800000000000,97.725,97.755,97.64,97.675,11790,111273,111397
2020-12-23 11:00:00.000000000,1608692400000000000,97.675,97.74,97.65,97.695,4810,111397,111557
2020-12-23 13:00:00.000000000,1608699600000000000,97.695,97.77,97.655,97.735,10679,111557,112736
2020-12-23 14:00:00.000000000,1608703200000000000,97.735,97.75,97.68,97.71,10039,112736,113617
2020-12-23 15:00:00.000000000,1608706800000000000,97.71,97.745,97.69,97.745,2718,113617,113306
2020-12-24 09:00:00.000000000,1608771600000000000,97.725,97.78,97.66,97.775,9201,113306,114053
2020-12-24 10:00:00.000000000,1608775200000000000,97.775,97.775,97.675,97.68,10257,114053,113322
2020-12-24 11:00:00.000000000,1608778800000000000,97.68,97.685,97.61,97.645,6342,113322,113302
2020-12-24 13:00:00.000000000,1608786000000000000,97.645,97.72,97.63,97.645,7890,113302,113544
2020-12-24 14:00:00.000000000,1608789600000000000,97.645,97.65,97.58,97.58,9529,113544,113705
2020-12-24 15:00:00.000000000,1608793200000000000,97.58,97.61,97.55,97.605,4406,113705,113349
2020-12-25 09:00:00.000000000,1608858000000000000,97.66,97.72,97.63,97.69,8202,113349,114280
2020-12-25 10:00:00.000000000,1608861600000000000,97.69,97.695,97.57,97.615,9707,114280,113738
2020-12-25 11:00:00.000000000,1608865200000000000,97.615,97.635,97.605,97.63,2451,113738,113510
2020-12-25 13:00:00.000000000,1608872400000000000,97.63,97.71,97.615,97.69,8080,113510,114373
2020-12-25 14:00:00.000000000,1608876000000000000,97.69,97.85,97.665,97.83,15300,114373,116641
2020-12-25 15:00:00.000000000,1608879600000000000,97.83,97.87,97.805,97.855,4891,116641,116934
2020-12-28 09:00:00.000000000,1609117200000000000,97.975,97.985,97.885,97.89,10342,116934,115590
2020-12-28 10:00:00.000000000,1609120800000000000,97.89,97.985,97.875,97.975,8928,115590,115645
2020-12-28 11:00:00.000000000,1609124400000000000,97.975,98.005,97.965,97.975,4038,115645,115913
2020-12-28 13:00:00.000000000,1609131600000000000,97.975,97.99,97.925,97.98,6282,115913,115446
2020-12-28 14:00:00.000000000,1609135200000000000,97.98,97.99,97.87,97.885,8465,115446,114531
2020-12-28 15:00:00.000000000,1609138800000000000,97.885,97.89,97.845,97.88,2906,114531,114411
2020-12-29 09:00:00.000000000,1609203600000000000,97.985,97.99,97.915,97.94,6994,114411,114550
2020-12-29 10:00:00.000000000,1609207200000000000,97.94,97.975,97.915,97.93,5536,114550,114440
2020-12-29 11:00:00.000000000,1609210800000000000,97.93,98.0,97.92,97.995,5015,114440,114838
2020-12-29 13:00:00.000000000,1609218000000000000,97.995,98.09,97.985,98.025,11205,114838,115819
2020-12-29 14:00:00.000000000,1609221600000000000,98.025,98.075,97.975,98.04,11925,115819,116559
2020-12-29 15:00:00.000000000,1609225200000000000,98.04,98.075,98.015,98.02,3450,116559,116319
2020-12-30 09:00:00.000000000,1609290000000000000,97.995,98.09,97.945,98.09,7761,116319,116367
2020-12-30 10:00:00.000000000,1609293600000000000,98.09,98.175,98.075,98.145,13255,116367,117243
2020-12-30 11:00:00.000000000,1609297200000000000,98.145,98.165,98.1,98.135,6074,117243,117139
2020-12-30 13:00:00.000000000,1609304400000000000,98.13,98.17,98.115,98.15,6862,117139,117205
2020-12-30 14:00:00.000000000,1609308000000000000,98.15,98.205,98.12,98.17,11409,117205,116510
2020-12-30 15:00:00.000000000,1609311600000000000,98.17,98.22,98.165,98.21,3461,116510,116320
2020-12-31 09:00:00.000000000,1609376400000000000,98.33,98.35,98.07,98.105,16314,116320,113724
2020-12-31 10:00:00.000000000,1609380000000000000,98.105,98.13,98.04,98.06,13073,113724,113540
2020-12-31 11:00:00.000000000,1609383600000000000,98.06,98.06,97.98,98.02,7040,113540,113485
2020-12-31 13:00:00.000000000,1609390800000000000,98.02,98.04,97.935,97.965,9810,113485,113760
2020-12-31 14:00:00.000000000,1609394400000000000,97.965,98.0,97.93,97.955,9449,113760,113516
2020-12-31 15:00:00.000000000,1609398000000000000,97.955,98.0,97.925,97.995,4828,113516,113589
2021-01-04 09:00:00.000000000,1609722000000000000,97.945,98.065,97.93,97.97,11490,113589,114841
2021-01-04 10:00:00.000000000,1609725600000000000,97.97,97.97,97.885,97.925,10671,114841,113301
2021-01-04 11:00:00.000000000,1609729200000000000,97.925,97.97,97.88,97.89,4187,113301,113257
2021-01-04 13:00:00.000000000,1609736400000000000,97.89,97.92,97.805,97.83,9464,113257,113060
2021-01-04 14:00:00.000000000,1609740000000000000,97.83,97.875,97.805,97.83,8324,113060,113164
2021-01-04 15:00:00.000000000,1609743600000000000,97.83,97.85,97.825,97.84,2543,113164,112509
2021-01-05 09:00:00.000000000,1609808400000000000,97.88,97.95,97.845,97.87,8396,112509,112412
2021-01-05 10:00:00.000000000,1609812000000000000,97.87,97.95,97.845,97.925,10656,112412,113103
2021-01-05 11:00:00.000000000,1609815600000000000,97.925,98.0,97.915,97.98,5533,113103,113897
2021-01-05 13:00:00.000000000,1609822800000000000,97.98,98.04,97.95,98.025,8077,113897,114620
2021-01-05 14:00:00.000000000,1609826400000000000,98.025,98.135,98.01,98.095,11357,114620,116091
2021-01-05 15:00:00.000000000,1609830000000000000,98.095,98.1,98.07,98.07,2964,116091,115753
2021-01-06 09:00:00.000000000,1609894800000000000,98.125,98.22,98.045,98.22,12690,115753,116193
